id,title,year,duration,description,rating,genres,cast,studio,poster_path
1000257,The Favourite,2018.0,120.0,"England, early 18th century. The close relationship between Queen Anne and Sarah Churchill is threatened by the arrival of Sarah's cousin, Abigail Hill, resulting in a bitter rivalry between the two cousins to be the Queen's favourite.",4.03,Comedy|Drama|Thriller,"Alexis Bennett, Alfrun Rose, Angela Hicks, Anthony Dougall, Antonia Castilla, Basil Eidenbenz, Ben English, Callum Lewin, Carolyn Saint-Pé, Chris elms, Declan Wyer, Denise Mack, Djordje Jovanovic, Edward Aczel, Elizabeth Ita, Emily Vinnicombe, Emma Delves, Emma Stone, Errol Clayton, Ethan Keaton, Everal Walsh, Faye Daveney, Frank Gordon, Gavin Henderson, Hana McDowell, Hannah Morley, Isaura Barbé-Brown, Jack Veal, James Melville, James Perrin, James Smith, Janette Sharpe, Jennifer White, Jenny Rainsford, Joe Alwyn, John Locke, Keith Milner, Keval Shah, Leigh Dent, Liam Fleming, Lilly-Rose Stevens, Luca Wiseman, Luke Thallon, Mark Gatiss, Martin Pemberton, Nathan Lang, Nicholas Hoult, Olivia Colman, Paul Swaine, Paul Wingrove, Peter Brookes, Phelim Kelly, Poppy Lawless, Rachel Weisz, Roisin Keogh, Sam Kemp, Samuel Bossman, Tim Ingall, Timothy Innes, Willem Dalby, Wilson Mbomio, Zenobia Voegele-Downing",Element Pictures|Film4 Productions|Fox Searchlight Pictures|Scarlet Films|Waypoint Entertainment,data/posters\1000257.jpg
1000258,The Shape of Water,2017.0,123.0,"An other-worldly story, set against the backdrop of Cold War era America circa 1962, where a mute janitor working at a lab falls in love with an amphibious man being held captive there and devises a plan to help him escape.",3.67,Drama|Fantasy|Romance,"Alexey Pankratov, Allegra Fulton, Amanda Smith, Brandon McKnight, Cameron Laurie, Clyde Whitham, Cody Ray Thompson, Dan Lett, Danny Waugh, Dave Reachill, David Hewlett, Deney Forrest, Diego Fuentes, Doug Jones, Dru Viergever, Evgeny Akimov, Jayden Greig, John Kapelos, Jonelle Gunderson, Karen Glave, Lauren Lee Smith, Madison Ferguson, Martin Roach, Marvin Kaye, Maxine Grossman, Michael Shannon, Michael Stuhlbarg, Morgan Kelly, Nick Searcy, Nigel Bennett, Octavia Spencer, Richard Jenkins, Sally Hawkins, Sergey Nikonov, Shane Clinton Jarvis, Stewart Arnott, Vanessa Oude-Reimerink, Wendy Lyon",Bull Productions|Double Dare You Productions|Fox Searchlight Pictures|TSG Entertainment,data/posters\1000258.jpg
1000259,The Great Gatsby,2013.0,143.0,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",3.38,Drama|Romance,"Adelaide Clemens, Alex Stewart, Alfred Quinten, Amitabh Bachchan, Barrie Laws, Barry Otto, Ben McIvor, Bill Young, Brendan Maclean, Brenton Prince, Brian Rooney, Briden Starr, Bryan Probets, Callan McAuliffe, Carey Mulligan, Charles Bartley, Charlize Skinner, Corey Blake Owers, Daniel Gill, Danielle Evrat, David Furlong, Denning Isles, Donna Stevens, Eden Dessalegn, Eden Falk, Effie Nkrumah, Elenoa Rokobaro, Elizabeth Debicki, Emily Foreman, Emmanuel Ekwensi, Felix Williamson, Frank Aldridge, Gadir Rajab, Garrett William Fountain, Gemma Ward, Goran D. Kleut, Gus Murray, Hamish Michael, Heather Mitchell, Henry Byalikov, Iota, Isla Fisher, Jack Thompson, Jaclyn Seymour, Jake Ryan, James May, Jason Clarke, Joel Edgerton, John Maumau, John O'Connell, John Sheerin, Kahlia Greksa, Kane Bonke, Karinna Greksa, Kasia Stelmach, Kate Mulvany, Kate Rutherford, Kaylie Yee, Kevin McGlothan, Kieran van Bunnik, Kim Knuckey, Kirby Burgess, Lara Mulcahy, Leah Wood, Leonardo DiCaprio, Lil Tulloch, Lisa Adam, Lisa Viola, Lyndell Harradine, Mal Day, Mark Lemon, Matthew Whittet, Max Cullen, Michelle Hopper, Mikaela Smith, Milan Pulvermacher, Mitchell Woodcock, Morgan Choice, Nancy Denis, Natasha Marconi, Nicholas Simpson, Nick Meenahan, Nick Tate, Olga Miller, Price Johnson, Richard Carter, Romina Villafranca, Ryan Cooper, Ryan Gonzalez, Sophie Rose Holloway, Stephen James King, Steve Bisley, Sylvana Vandertouw, Tasman Palazzi, Thabang Baloyi, Thomas Egan, Tiana Canterbury, Tiger Leacey Wyvill, Tobey Maguire, Veronica Beattie, Vince Colosimo, Zac McAliece",A&E Television Networks|Bazmark|Red Wagon Entertainment|Village Roadshow Pictures|Warner Bros. Pictures,data/posters\1000259.jpg
1000260,Your Name.,2016.0,106.0,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.",4.21,Animation|Drama|Romance,"Aika Oomae, Aiko Matsuzaka, Akira Kuwahara, Aoi Yuki, Baron Yamazaki, C. Elliott Wong, Chafurin, Chris McKenna, Dan Kanemitsu, Eiji Yamamoto, Eriko Tomioka, Etsuko Ichihara, Haruna Okawa, Hiroki Matsukawa, Kaito Ishikawa, Kana Hanazawa, Kanami Satou, Kanon Tani, Kazuhiko Inoue, Manami Hanawa, Masaki Terasoma, Masami Nagasawa, Miho Morisaki, Miho Tabata, Mimi Tamaki, Miyuu Tsuji, Mone Kamishiraishi, Nobunaga Shimazaki, Nodoka Hasegawa, Nozomi Yamane, Ryo Narita, Ryoko Usami, Ryunosuke Kamiki, Sayaka Ohara, Shinjirou Gouda, Shinya Hamazoe, Shouko Negoro, Simona Stanzani Pini, Suguru Inoue, Takashi Onozuka, Takayuki Nakatsukasa, Tamari Hinata, Tatsuya Murakami, Tomohiro Yamaguchi, Tomoki Lavernhe, Tsuyoshi Minamijima, Yasuhiro Kikuchi, Yohei Namekawa, Yuine Ikeda, Yuka Kato, Yuka Terasaki, Yuki Ominami, Yusuke Takeda, Yuuki Shin",AMUSE|CoMix Wave Films|East Japan Marketing & Communications|KADOKAWA|Lawson Entertainment|TOHO|voque ting,data/posters\1000260.jpg
1000261,Eyes Wide Shut,1999.0,159.0,"After Dr. Bill Harford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.",4.0,Drama|Mystery|Thriller,"Abigail Good, Adam Lias, Adam Pudney, Alan Cumming, Alex Hobbs, Angus MacInnes, Ateeka Poole, Ben De Saumserez, Brian W. Cook, Carmela Marner, Cate Blanchett, Chris Pare, Christian Clarke, Christiane Kubrick, Cindy Dolenc, Clark Hayes, Colin Angus, Dan Rollman, Dan Travers, Donna Ewin, Eiji Kusuhara, Emilio D'Alessandro, Emma Lou Sharratt, Fay Masterson, Florian Windorfer, Gary Goba, Gavin Parry, Georgina Finch, Graham Skidmore, Jackie Sawiris, James Demaria, Janie Dickens, Jerson David Ambion, Joanna Heath, John N. Campbell, Julienne Davis, Karla Ashley, Kate Charman, Kate Whalin, Katharina Kubrick, Kevin Connealy, Kyle Whitcombe, Laura Fallace, Lee Henshaw, Leelee Sobieski, Leon Vitali, Leslie Lowe, Lisa Leone, Louise J. Taylor, Madison Eginton, Mariana Hewett, Marie Richardson, Matthew Thompson, Michael Doven, Nicole Kidman, Paul Desbois, Paul Spelling, Peter Godwin, Peter Hans Benson, Phil Davies, Rade Šerbedžija, Randall Paul, Russell Trigg, Sam Douglas, Sam Heydon, Sharon Quinn, Shelsie Blake, Sky du Mont, Stanley Kubrick, Stewart Thorndike, Sydney Pollack, Taylor Murphy, Thomas Gibson, Todd Field, Togo Igawa, Tom Cruise, Tony De Sergio, Treva Etienne, Vanessa Fenton, Vinessa Shaw",Hobby Films|Pole Star|Stanley Kubrick Productions|Warner Bros. Pictures,data/posters\1000261.jpg
1000262,Apocalypse Now,1979.0,147.0,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",4.44,Drama|War,"Albert Hall, Aurore Clément, Bill Graham, Bo Byers, Charles Robinson, Colleen Camp, Cynthia Wood, Damien Leake, Dennis Hopper, Don Gordon Bell, Evan A. Lottman, Francis Ford Coppola, Frank Villard, Frederic Forrest, G. D. Spradlin, Glenn Walken, Harrison Ford, Henry Strzalkowski, Herb Rice, Jack Thibeau, James Keane, Jerry Ross, Jerry Ziesmer, Jim Gaines, Joe Estevez, Kerry Rossall, Laurence Fishburne, Linda Carpenter, Marc Coppola, Marlon Brando, Martin Sheen, Nick Nicholson, R. Lee Ermey, Robert Duvall, Sam Bottoms, Scott Glenn, Tom Mason, Vittorio Storaro",American Zoetrope|United Artists,data/posters\1000262.jpg
1000263,About Time,2013.0,123.0,"The night after another unsatisfactory New Year party, Tim's father tells his son that the men in his family have always had the ability to travel through time. Tim can't change history, but he can change what happens and has happened in his own life – so he decides to make his world a better place... by getting a girlfriend. Sadly, that turns out not to be as easy as he thinks.",4.01,Drama|Fantasy|Romance,"Andrew Martin Yates, Barbar Gough, Ben Benson, Bill Nighy, Catherine Steadman, Charlie Barnes, Charlie Curtis, Clemmie Dugdale, Domhnall Gleeson, Graham Richard Howgego, Harry Hadden-Paton, Haruka Abe, Jacob Francis, Jago Freud, Jaiden Dervish, Jenny Rainsford, Jon Boden, Jon West, Joshua McGuire, Kenneth Hazeldine, Kerrie Liane Studholme, Lee Nicholas Harris, Lindsay Duncan, Lisa Eichhorn, Lydia Wilson, Margot Robbie, Mark Healy, Matilda Sturridge, Matthew C. Martino, Mitchell Mullen, Molly Seymour, Natasha Powell, Olivia Konten, Ollie Phillips, Pal Aron, Philip Voss, Rachel McAdams, Rebecca Chew, Richard Cordery, Richard E. Grant, Richard Griffiths, Sarah Heller, Sophie Brown, Sophie Pond, Tom Coulston, Tom Godwin, Tom Hollander, Tom Hughes, Tom Stourton, Vanessa Kirby, Verity Fullerton, Veronica Owings, Will Merrick",Relativity Media|Universal Pictures|Working Title Films,data/posters\1000263.jpg
1000264,Luca,2021.0,95.0,"Two young boys experience an unforgettable Italian summer filled with gelato, pasta and endless scooter rides. But all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the water’s surface.",3.74,Adventure|Animation|Comedy|Family|Fantasy,"Arturo Sorino, Elisa Gabrielli, Emma Berman, Enrico Casarosa, Francesca Fanti, Giacomo Gianniotti, Gino La Monica, Jack Dylan Grazer, Jacob Tremblay, Jim Gaffigan, Jim Pirri, Jonathan Nichols, Lorenzo Crisci, Marco Barricelli, Marina Massironi, Maya Rudolph, Mimi Maynard, Peter Sohn, Sacha Baron Cohen, Sandy Martin, Saverio Raimondo",Pixar|Walt Disney Pictures,data/posters\1000264.jpg
1000265,Five Nights at Freddy's,2023.0,110.0,"Recently fired and desperate for work, a troubled young man named Mike agrees to take a position as a night security guard at an abandoned theme restaurant: Freddy Fazbear's Pizzeria. But he soon discovers that nothing at Freddy's is what it seems.",2.56,Horror|Mystery,"Asher Colton Spence, Bailey Winston, Christian Stokes, Cory Kenshin, David Huston Doty, David Lind, Elizabeth Lail, Garrett Hines, Gralen Bryant Banks, Grant Feely, Jessica Blackmore, Jophielle Love, Joseph Poliquin, Josh Hutcherson, Julia Belanova, Kat Conner Sterling, Kellen Goff, Liam Hendrix, Lisa Mackel Smith, Lucas Grant, Mary Stuart Masterson, Matthew Lillard, Matthew Patrick, Michael P. Sullivan, Piper Rubio, Ryan Reinike, Tadasay Young, Theodus Crane, Victoria Patenaude, Wyatt Parker, Xander Mateo",Blumhouse Productions|Scott Cawthon Productions,data/posters\1000265.jpg
1000266,Deadpool 2,2018.0,120.0,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,3.49,Action|Adventure|Comedy,"Abiola Uthman, Alan Tudyk, Alex Kliner, Alexandra Shipp, Alicia Morton, Alison Pickford, Andre Tricoteux, Andrei Kovski, Andy Canete, Bill Skarsgård, Brad Pitt, Brianna Hildebrand, Dan Zachary, Danny Ocean, David Cook, David Leitch, Eddie Marsan, Elaine Kliner, Eleanor Walker, Evan Peters, Gerry South, Hayley Sales, Hugh Jackman, Hunter Dillon, Islie Hirvonen, Jack Kesy, Jagua Arneja, James McAvoy, Joe Doserro, Josh Brolin, Julian Dennison, Karan Soni, Kodi Smit-McPhee, Lars Grant, Leslie Uggams, Lewis Tan, Lisa Bunting, Luke Roessler, Matt Damon, Michasha Armstrong, Mike Dopud, Miles Ellis, Morena Baccarin, Myfanwy Williams, Nicholas Hoult, Nikolai Witschl, Noah Beggs, Paul Lazenby, Paul Wernick, Paul Wu, Randal Reeder, Rhett Reese, Rob Delaney, Robert Maillet, Ryan Reynolds, Sala Baker, Sam Armstrong, Sam Hargrave, Scott Vickaryous, Shioli Kutsuna, Simon MacIntyre, Sonia Sunger, Stefan Kapičić, Stefania Indelicato, T.J. Miller, Tanis Dolman, Terry Crews, Thayr Harris, Tony Bailey, Tye Sheridan, Valencia Budijanto, Zazie Beetz",20th Century Fox|Genre Films|Marvel Entertainment|Maximum Effort,data/posters\1000266.jpg
1000267,Jennifer's Body,2009.0,107.0,A newly possessed cheerleader turns into a killer who specializes in offing her male classmates. Can her best friend put an end to the horror?,3.42,Comedy|Horror,"Aaron Fors, Adam Brody, Adrian Hough, Aman Johal, Amanda Seyfried, Amy Sedaris, Andrea Baker, Andreana Weiner, Barbara Harris, Bill Fagerbakke, Candus Churchill, Carrie Genzel, Caryn Johnson, Cathy Cavadini, Chelsey Smith, Chris Pratt, Colin Askey, Cut Chemist, Cynthia Stevenson, Dan Joffre, David J. Randolph, David Michie, Diablo Cody, Diane Dutra, Ed Anders, Emily Tennant, Emma Gallello, Eve Harlow, Gabrielle Rose, Genevieve Buechner, J.K. Simmons, Jeff Fischer, Jeremy Maxwell, Jeremy Schuetze, Joel Swetow, Johnny Simmons, Josh Emerson, Juan Riedinger, Juno Rinaldi, Karissa Tynes, Kyle Gallner, Lance Henriksen, Lanei Chapman, Lennon Wynn, Levi Nunez, Lisa Breitman, Marilyn Norry, Maya Toews, Megan Charpentier, Megan Fox, Michael Bean, Michael Brock, Michael Orstad, Nicole Leduc, Paige Pollack, Roger Craig Smith, Ronnie Robinson, Roxanne Wong, Ryan Levine, Sal Cortez, Valerie Tian, Vicki Davis, Whitney Chow, Zoe LaLiberté",Dubiecki/Novick/Reitman Productions|Dune Entertainment|Fox Atomic,data/posters\1000267.jpg
1000268,The Worst Person in the World,2021.0,128.0,"Chronicles four years in the life of Julie, a young woman who navigates the troubled waters of her love life and struggles to find her career path, leading her to take a realistic look at who she really is.",4.12,Comedy|Drama|Romance,"Anders Danielsen Lie, Anna Dworak, Are Skeie Hermansen, August Wilhelm Méd Brenner, Deniz Kaya, Eia Skjønsberg, Geir Ørnholt, Gisle Tveito, Hans Olav Brenner, Helene Bjørnebye, Herbert Nordrum, Hildur Kristinsdottir, Ine Jansen, Johanna Brym Ryg, Jonas Lund, Jonathan Nielssen, Karen Røise Kielland, Karla Nitteberg Aspelin, Lasse Gretland, Maren Emilie Haagenrud Buskoven, Margrethe Glambek, Maria Grazia Di Meo, Marianne Krogh, Martin Gran, Nataniel Nordnes, Olav Stubberud, Rebekka Jynge, Renate Reinsve, Ruby Dagnall, Savannah Marie Schei, Sigrid Sollund, Siri Forberg, Sofia Schandy Bloch, Thea Stabell, Thomas Teige, Tobias Klemeyer Smith, Torgny Amdam, Trude Schjelderup Iversen, Trygve Indrelid, Tumi Løvik Jakobson, Vidar Sandem, Zoe Maland Rogers",ARTE France Cinéma|B-Reel Films|Film i Väst|MK2 Films|Oslo Pictures|Snowglobe,data/posters\1000268.jpg
1000269,Toy Story 3,2010.0,103.0,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",3.99,Animation|Comedy|Family,"Adam Joshua Jastrow, Amber Kroner, Aramé Scott, Bea Miller, Blake Clark, Bob Peterson, Bonnie Hunt, Brianna Maiwand, Bud Luckey, Carlos Alazraqui, Charlie Bright, Colette Whitaker, Colleen O'Shaughnessey, Constantino Bravos, Danny Mann, Don Rickles, Emily Hahn, Erik von Detten, Estelle Harris, Frank Welker, Gia Michailidis, Godfrey Gao, Hannah Unkrich, Jack Angel, Jack Willis, Jan Rabson, Javier Fernández-Peña, Jeff Garlin, Jeff Pidgeon, Jerome Ranft, Jess Harnell, Jim Ward, Joan Cusack, Jodi Benson, John Cygan, John Morris, John Ratzenberger, Kristen Schaal, Laraine Newman, Laurie Metcalf, Lee Unkrich, Leo Jergovic, Lori Alan, Michael Keaton, Mickie McGowan, Ned Beatty, Nikolas Michailidis, R. Lee Ermey, Richard Kind, Sherry Lynn, Taiana Huff, Teddy Newton, Teresa Ganzel, Theodore F. Kayser, Tim Allen, Timothy Dalton, Tom Hanks, Wallace Shawn, Whoopi Goldberg, Woody Smith",Pixar|Walt Disney Pictures,data/posters\1000269.jpg
1000270,The Florida Project,2017.0,112.0,"The story of a precocious six year-old and her ragtag group of friends whose summer break is filled with childhood wonder, possibility and a sense of adventure while the adults around them struggle with hard times.",4.1,Drama,"Adina Sutton, Aiden Malik, Andrew Romano, Angel Garcia, Betty Jeune, Bria Vinaite, Bronwyn Valley, Brooklynn Prince, Caleb Landry Jones, Carl Bradfield, Carolina Grabova, Cecilia Quinan, Christopher Rivera, Edward Pagan, Gary B. Gross, Ginger Cook, Giovanni Rodriguez, Hannah Peterson, Jasineia Ramos, Jason Blackwater, Jim R. Coleman, Joanne Moreno, John Sutton, Joop Katana, Josie Olivo, Karren Karagulian, Kelly Fitzgerald, Kit Sullivan, Krystal Gordon, Latanya Ortiz, Lauren O'Quinn, Macon Blair, Marisol Rivera, Mela Murder, Patti Wiley, Rosa Medina Perez, Sabina Friedman-Seitz, Samantha Parisi, Sandy Kane, Shail Kamini Ramcharan, Shih-Ching Tsou, Sonya McCarter, Terry Allen Jones, Troy Kohlmaier, Valeria Cotto, Willem Dafoe",Cre Film|Freestyle Picture Company|June Pictures,data/posters\1000270.jpg
1000271,"Girl, Interrupted",1999.0,127.0,"Set in the changing world of the late 1960s, Susanna Kaysen's prescribed ""short rest"" from a psychiatrist she had met only once becomes a strange, unknown journey into Alice's Wonderland, where she struggles with the thin line between normal and crazy. Susanna soon realizes how hard it is to get out once she has been committed, and she ultimately has to choose between the world of people who belong inside or the difficult world of reality outside.",3.89,Drama,"Angela Bettis, Angelina Jolie, Anne Lewis, Brittany Murphy, Bruce Altman, Christina Myers, Clea DuVall, David Scott Taylor, Drucie McDaniel, Elisabeth Moss, Janet Greer, Jared Leto, Jeffrey Tambor, Jillian Armenante, Joanna Kerns, KaDee Strickland, Katie Rimmer, Kurtwood Smith, Mary Kay Place, Misha Collins, Ray Baker, Travis Fine, Vanessa Redgrave, Whoopi Goldberg, Winona Ryder",Columbia Pictures|Red Wagon Entertainment,data/posters\1000271.jpg
1000272,The Hateful Eight,2015.0,188.0,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,3.95,Drama|Mystery|Western,"Belinda Owino, Bruce Dern, Channing Tatum, Craig Stark, Dana Gourrier, Demián Bichir, Gene Jones, James Parks, Jennifer Jason Leigh, Keith Jefferson, Kurt Russell, Lee Horsley, Michael Madsen, Quentin Tarantino, Samuel L. Jackson, Tim Roth, Walton Goggins, Zoë Bell",Double Feature Films|FilmColony|The Weinstein Company,data/posters\1000272.jpg
1000273,The Virgin Suicides,1999.0,97.0,"A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents.",3.83,Drama|Romance,"A.J. Cook, Allen Stewart-Coates, Amos Crawley, Andrew Gillies, Anne Wessels, Anthony DeSimone, Ashley Ainsworth, Catherine Swing, Charles Boyland, Chelse Swain, Chris Hale, Conor Dean Smith, Courtney Hawkrigg, Danny DeVito, Dawn Greenhalgh, Derek Boyes, Dustin Ladd, François Klanfer, Gary Brennan, Giovanni Ribisi, Hanna Hall, Hayden Christensen, James Woods, Jaya Karsemeyer, Joe Dinicol, Joe Roncetti, John Buchan, Jonathan Tucker, Jonathan Whittaker, Josh Hartnett, Kathleen Turner, Kirk Gonnsen, Kirsten Dunst, Kristin Fairlie, Leah Straatsma, Lee Kagan, Leslie Hayman, Mackenzie Lawrenz, Mairlyn Smith, Mandy Lee Jones, Marianne Moroney, Mark Polley, Megan Kennedy, Melody Johnson, Michael Michaelessi, Michael Paré, Michèle Duquet, Murray McRae, Neil Girvan, Noah ""40"" Shebib, Paul Sybersma, Peter Snider, Robert Schwartzman, Roberta Hanley, Sally Cahill, Sandi Stahlbrand, Sarah Minhas, Scot Denton, Scott Glenn, Sherry Miller, Sheyla Molho, Suki Kaiser, Susan Sybersma, Thomas Mars, Tim Hall, Timothy Adams, Tracey Ferencz",American Zoetrope|Eternity Pictures|Muse Productions,data/posters\1000273.jpg
