id,title,year,duration,description,rating,genres,cast,studio,poster_path
1000043,Avengers: Endgame,2019.0,181.0,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",3.87,Action|Adventure|Science Fiction,"Aaron Lazar, Agostino Rosalina, Ameenah Kaplan, Angela Bassett, Anthony G Breed, Anthony Mackie, Ava Russo, Bazlo LeClair, Ben Sakamoto, Benedict Cumberbatch, Benedict Wong, Bradley Cooper, Brent McGee, Brian Schaeffer, Brie Larson, Cade Woodward, Callan Mulvey, Chadwick Boseman, Chris Evans, Chris Hemsworth, Chris Pratt, Cobie Smulders, Danai Gurira, Dave Bautista, Don Cheadle, Elizabeth Olsen, Emma Fuhrmann, Eric Patrick Cameron, Erica Ribley, Evangeline Lilly, Frank Grillo, Gwyneth Paltrow, Hayley Atwell, Hiroyuki Sanada, Hye Jin Jang, Jack Champion, Jackson A. Dunn, Jacob Batalon, James D'Arcy, James Lin, Jamie Wedel, Jennifer Elmore, Jeremy Renner, Jim Starlin, Jimmy Ray Pickens, Joe Russo, John Michael Morris, John Posey, John Slattery, Jon Favreau, Josh Brolin, Joy McAvoy, Julian Russo, Karen Gillan, Ken Jeong, Kerry Condon, Lee Moore, Letitia Wright, Lexi Rabe, Lia Russo, Linda Cardellini, Loen LeClair, Marisa Tomei, Mark Ruffalo, Matthew Berry, Maximiliano Hernández, Michael A. Cook, Michael Douglas, Michael James Shaw, Michelle Pfeiffer, Mike Lutz, Monique Ganderton, Natalie Portman, Olaniyan Thurmon, Patrick Gorman, Paul Rudd, Pom Klementieff, Rene Russo, Robert Downey Jr., Robert Pralgo, Robert Redford, Ross Marquand, Russell Bobbitt, Sam Hargrave, Samuel L. Jackson, Scarlett Johansson, Sean Gunn, Sebastian Stan, Stan Lee, Taika Waititi, Taylor Patterson, Terry Notary, Tessa Thompson, Tilda Swinton, Tom Hiddleston, Tom Holland, Tom Vaughan-Lawlor, Tom Wisdom, Ty Simpkins, Vin Diesel, William Hurt, Winston Duke, Yvette Nicole Brown, Zoe Saldaña",Marvel Studios,data/posters\1000043.jpg
1000044,Baby Driver,2017.0,113.0,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",3.72,Action|Crime,"Allison King, Andrea Frye, Andy McDermott, Ansel Elgort, Ben VanderMey, Big Boi, Brigitte Kali Canales, Brogan Hall, CJ Jones, Chad Joyce, Christopher Beanland, Clay Donahue Fontenot, Colin Lacativa, Connie Lee, Cynne Simpson, Danny Le Boyer, David Conk, David Robert Lewis, Donald K. Overstreet, Duke Jackson, Eiza González, Elijah Everett, Elizabeth Davidovich, Erica Frene, Flea, Hal Whiteside, Hudson Meek, James Blackshear, Jamie Foxx, Jeff Chase, Joe Loya, Jon Bernthal, Jon Hamm, Jon Spencer, Juliette Sicard, Keith Hudson, Kenneth Manos, Kent Wagner, Kevin Spacey, Killer Mike, Lance Palmer, Lanny Joon, Lily James, Mark Smith, Marshall Choka, Marvin E. West, Micah Howard, Morgan Brown, Morse Diggs, Nathaniel Perry, Patrick Walker, Paul Williams, Perry Zulu Jr., R. Marcos Taylor, Russell B. Spencer, Shellita Boxie, Sidney Sewell, Sky Ferreira, Thomas E. Haynes, Thurman Sewell, Trey McGriff, Troy Faruk, Viviana Chavez, Walter Hill, Whit Whitman, Wilbur Fitzgerald",Big Talk Studios|Working Title Films,data/posters\1000044.jpg
1000045,Kill Bill: Vol. 1,2003.0,111.0,"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance.",4.19,Action|Crime,"Ai Maeda, Akaji Maro, Ambrosia Kelley, Chiaki Kuriyama, Daryl Hannah, David Carradine, Gordon Liu Chia-hui, Goro Daimon, Hikaru Midorikawa, Hu Xiaohui, Issey Takahashi, James Parks, Jonathan Loughran, Julie Dreyfus, Jun Kunimura, Juri Manase, Kazuki Kitamura, Kenji Ohba, Lucy Liu, Michael Bowen, Michael Madsen, Michael Parks, Naomi Kusumi, Ronnie Yoshiko Fujiyama, Sachiko Fujii, Sakichi Sato, Shu Lan Tuan, Shun Sugata, Sonny Chiba, Sō Yamanaka, Tetsuro Shimaguchi, Uma Thurman, Vivica A. Fox, Yoji Tanaka, Yoshiko Yamaguchi, Yoshiyuki Morishita, Yuki Kazamatsuri, Zhang Jinzhan",A Band Apart|Miramax|Super Cool ManChu,data/posters\1000045.jpg
1000046,The Godfather,1972.0,175.0,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",4.55,Crime|Drama,"Abe Vigoda, Al Lettieri, Al Martino, Al Pacino, Alex Rocco, Angelo Infanti, Ardell Sheridan, Carol Morley, Conrad Yama, Corrado Gaipa, Diane Keaton, Don Costello, Filomena Spagnuolo, Franco Citti, Frank Sivero, Gabriele Torrei, Gianni Russo, Gray Frederickson, Italia Coppola, James Caan, Jeannie Linero, Joe Lo Grippo, Joe Spinell, John Cazale, John Marley, John Martino, Joseph Medaglia, Julie Gregg, Lenny Montana, Lou Martini Jr., Louis Guss, Marlon Brando, Morgana King, Nick Vallelonga, Randy Jurgensen, Raymond Martino, Richard Bright, Richard Conte, Richard S. Castellano, Rick Petrucelli, Robert Duvall, Roman Coppola, Ron Gilbert, Rudy Bond, Sal Richards, Salvatore Corsitto, Saro Urzì, Simonetta Stefanelli, Sofia Coppola, Sonny Grosso, Sterling Hayden, Talia Shire, Tere Livrano, Tom Rosqui, Tony Giorgio, Tony King, Tony Lip, Victor Rendina, Vito Scotti",Alfran Productions|Paramount,data/posters\1000046.jpg
1000047,Django Unchained,2012.0,165.0,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",4.28,Drama|Western,"Amari Cheatom, Amber Tamblyn, Ashley Toman, Ato Essandoh, Belinda Owino, Brian Brown, Bruce Dern, Carl Bailey, Carl Singleton, Catherine Lambert, Christoph Waltz, Christopher Berry, Cindy Mah, Clay Donahue Fontenot, Cooper Huckabee, Craig Stark, Dana Gourrier, Dane Rhodes, Danièle Watts, Dave Coennen, David G. Baker, David Steen, Deborah Ayorinde, Dennis Christopher, Doc Duhame, Don Johnson, Don Stroud, Edrick Browne, Edward J. Clare, Escalante Lundy, Evan Parke, Fatimah Taliah, Franco Nero, Gary Grubbs, Glen Warner, Grace Collins, Gregory Allen Gabroy, J.D. Evermore, Jack Lucarelli, Jake Garber, Jakel Marshall, Jamal Duff, James Parks, James Remar, James Russo, Jamie Foxx, Jarrod Bunch, John Jarratt, John McConnell, Johnny Otto, Jon Eyez, Jonah Hill, Jordon Michael Corbin, Justin Hall, Kasey James, Keith Jefferson, Keniaryn Mitchell, Kerry Sims, Kerry Washington, Kesha Bullard, Kim Collins, Kim Robillard, Kimberley Drummond, Kinetic, Laura Cayouette, Lee Horsley, Leonardo DiCaprio, Lewis Smith, Lil Chuuch, Louise Stratten, M.C. Gainey, Marcus Henderson, Mark Amos, Mark Ulano, Marsha Stephanie Blake, Michael Bacall, Michael Bowen, Michael Parks, Mike DeMille, Miriam F. Glover, Misty Upham, Monica Rene'e Anderson, Ned Bellamy, Nicholas Dashnaw, Nichole Galicia, Omar J. Dorsey, Quentin Tarantino, Rex Linn, Richie J. Ladner, Ritchie Montgomery, Robert Carradine, Ronan Hice, Ross P. Cook, Russ Tamblyn, Sammi Rotibi, Samuel L. Jackson, Sandra Linz, Santana Draper, Seth Bailey, Shana Stein, Shannon Hazlett, Sharon Pierre-Louis, Skipper Landry, Takara Clark, Ted Neeley, Tenaj L. Jackson, Todd Allen, Tom Savini, Tom Wopat, Victoria Thomas, Walton Goggins, Zoë Bell",Columbia Pictures|The Weinstein Company,data/posters\1000047.jpg
1000048,Shutter Island,2010.0,138.0,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by his troubling visions and also by a mysterious doctor.",4.11,Drama|Mystery|Thriller,"Aidan Cole Mitchell, Bates Wilder, Ben Kingsley, Bree Elrod, Christopher Denham, Curtiss Cook, Darryl Wooten, Dennis Lynch, Drew Beasley, Elias Koteas, Emily Mortimer, Gabriel Hansen, Gary Galone, Harrison Young, Jackie Earle Haley, Jill Larson, John Carroll Lynch, John Franchi, John Porell, Joseph McKenna, Joseph P. Reidy, Joseph Sikora, Keith Fluker, Ken Cheeseman, Lars Gerhard, Leonardo DiCaprio, Mark Ruffalo, Matthew Cowles, Max von Sydow, Michael Byron, Michael E. Chapman, Michelle Williams, Nellie Sciutto, Patricia Clarkson, Raymond Anthony Thomas, Robin Bartlett, Ruby Jerins, Steve Witting, Ted Levine, Thomas B. Duffy, Tom Kemp, Ziad Akl",Appian Way|Paramount|Phoenix Pictures|Sikelia Productions,data/posters\1000048.jpg
1000049,Call Me by Your Name,2017.0,132.0,"In 1980s Italy, a relationship begins between seventeen-year-old teenage Elio and the older adult man hired as his father's research assistant.",3.86,Drama|Romance,"Amira Casar, André Aciman, Antonio Rimoldi, Armie Hammer, Elena Bucci, Esther Garrel, Marco Sgrosso, Michael Stuhlbarg, Peter Spears, Timothée Chalamet, Vanda Capriolo, Victoire du Bois",Frenesy Film|La Cinéfacture|M.Y.R.A. Entertainment|RT Features|Water's End Productions,data/posters\1000049.jpg
1000050,Hereditary,2018.0,128.0,"When Ellen, the matriarch of the Graham family, passes away, her daughter’s family begins to unravel cryptic and increasingly terrifying secrets about their ancestry.",3.97,Horror|Mystery|Thriller,"Alex Wolff, Alexis Long, Ann Dowd, Ari Aster, Austin R. Grant, BriAnn Rachele, Brock McKinney, Bus Riley, Christy Summerhays, David Stanley, Gabriel Byrne, Gabriel Monroe Eckert, Harrison Nell, Heidi Mendez, Jake Brown, Jarrod Phillips, Jason Miyagi, Kathleen Chalfant, Lorenzo Silva, Mallory Bechtel, Marilyn Miller, Mark Blockovich, Milly Shapiro, Moises L. Tovar, Morgan Lund, Rachelle Hardy, Toni Collette, Zachary Arthur",PalmStar Media,data/posters\1000050.jpg
1000051,The Social Network,2010.0,121.0,"On a fall night in 2003, Harvard undergrad and computer programming genius Mark Zuckerberg sits down at his computer and heatedly begins working on a new idea. In a fury of blogging and programming, what begins in his dorm room as a small site among friends soon becomes a global social network and a revolution in communication. A mere six years and 500 million friends later, Mark Zuckerberg is the youngest billionaire in history... but for this entrepreneur, success leads to both personal and legal complications.",3.95,Drama,"Aaron Sorkin, Abhi Sinha, Adina Porter, Adrienne Rusk, Alecia Svensen, Alex Leigh, Alex Olijnyk, Alex Reznik, Alexandra Ruddy, Amy Ferguson, Andrew Garfield, Andrew Thacher, Armie Hammer, Barry Livingston, Bob Hewitt, Brenda Song, Brett A. Newton, Brett Leigh, Brian Palermo, Bryan Barter, Bryan Forrest, Burke Walton, Caitlin Gerard, Caleb Landry Jones, Cali Fredrichs, Calvin Dean, Carlos Foglia, Carrie Armstrong, Cayman Grant, Cedric Sanders, Chad Davis, Charles Herbert, Cherilyn Wilson, Chris Friend, Chris Gouchoe, Christopher Khai, Cooper Conley-Currier, Courtney Arndt, Dakota Johnson, Dane Nightingale, Darin Cooper, Dave Lambourn, David Broyles, David Selby, Denise Grayson, Douglas Urbanski, Dustin Fitzsimons, Eli Jane, Elliott Ehlers, Emma Fitzpatrick, Eric La Barr, Felisha Terrell, Franco Vega, Georgina Tolentino, Henry Roosevelt, Inbal Amirav, Inger Tudor, James Dastoli, James Padmore, James Shanklin, Jami Owen, Jared Hillman, Jason Flemyng, Jayk Gallagher, Jeff Martineau, Jeff Rosick, Jeffrey Thomas Border, Jesse Eisenberg, Jesse Heiman, Jessica Franz, John Getz, John Hayden, John He, Joseph Mazzello, Josh Pence, Justin Timberlake, Kandis Mak, Kevin Chui, Ki Hong Lee, Kristen Clement, Kyle Fain, Lacey Beeman, Marcella Lentz-Pope, Mariah Bonner, Mark Saul, Marybeth Massett, Max Minghella, Melise, Mike Bash, Monique Edwards, Naina Michaud, Nancy Linari, Nathan Dean Snyder, Nathan Hillyer, Nguyen Anh Tuan, Nicholas Tubbs, Nick Smoke, Noah Baron, Oliver Muirhead, Pamela Roylance, Patrick Mapel, Peter Holden, Phil Turnham, Randy Evans, Rashida Jones, Ray Poulter, Rebecca Tilney, Richie Ferris, Richie Steele, Riley Voelkel, Robert Dastoli, Robin Dowell, Rooney Mara, Sara Murphy, Scott Lawrence, Scotty Crowe, Sebastian Kouba, Shane Adler, Shelby Young, Simon Barr, Stephen Fuller, Steve Sires, Tatum Miranda, Tia Robinson, Toby Meuli, Tom Harvey, Tony Calle, Tony DeSean, Trevor Wright, Victor Z. Isaac, Vincent Rivera, Wallace Langham, Zoe De Toledo",Columbia Pictures|Michael De Luca Productions|Relativity Media|Scott Rudin Productions|Trigger Street Productions,data/posters\1000051.jpg
1000052,Her,2013.0,126.0,"In the not so distant future, Theodore, a lonely writer purchases a newly developed operating system designed to meet the user's every needs. To Theodore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.",4.02,Drama|Romance|Science Fiction,"Alia Janine, Amy Adams, Artt Butler, Bill Hader, Brian Cox, Brian D. Johnson, Chris Pratt, Claudia Choi, Dane White, David Azar, Evelyn Edwards, Gabe Gomez, Gracie Prewitt, Grant Samson, Guy Lewis, James Ozasky, Joaquin Phoenix, Kristen Wiig, Laura Kai Chen, Lil Buck, Lisa Cohen, Lisa Renee Pitts, Luka Jones, Lynn Adrianna, Matt Letscher, May Lindstrom, Melanie Seacat, Nicole Grother, Olivia Wilde, Portia Doubleday, Pramod Kumar, Robert Benard, Rooney Mara, Sam Jaeger, Samantha Sarakanti, Scarlett Johansson, SoKo, Spike Jonze, Steve Zissis, Wendy Leon",Annapurna Pictures,data/posters\1000052.jpg
1000053,Ratatouille,2007.0,111.0,"A rat named Remy dreams of becoming a great French chef despite his family's wishes and the obvious problem of being a rat in a decidedly rodent-phobic profession. When fate places Remy in the sewers of Paris, he finds himself ideally situated beneath a restaurant made famous by his culinary hero, Auguste Gusteau. Despite the apparent dangers of being an unlikely - and certainly unwanted - visitor in the kitchen of a fine French restaurant, Remy's passion for cooking soon sets into motion a hilarious and exciting rat race that turns the culinary world of Paris upside down.",4.2,Animation|Comedy|Family|Fantasy,"Andrea Boerries, Bill Farmer, Brad Bird, Brad Garrett, Brad Lewis, Brian Dennehy, Ian Holm, Jack Bird, Jake Steinfeld, James Remar, Jamie Oliver, Janeane Garofalo, John Ratzenberger, Julius Callahan, Lindsey Collins, Lori Richardson, Lou Romano, Marco Boerries, Michael Giacchino, Patton Oswalt, Peter O'Toole, Peter Sohn, Stéphane Roux, Teddy Newton, Thomas Keller, Tony Fucile, Will Arnett",Pixar|Walt Disney Pictures,data/posters\1000053.jpg
1000054,10 Things I Hate About You,1999.0,97.0,"On the first day at his new school, Cameron instantly falls for Bianca, the gorgeous girl of his dreams. The only problem is that Bianca is forbidden to date until her ill-tempered, completely un-dateable older sister Kat goes out, too. In an attempt to solve his problem, Cameron singles out the only guy who could possibly be a match for Kat: a mysterious bad boy with a nasty reputation of his own.",3.99,Comedy|Drama|Romance,"Aaron Therol, Aidan Kennedy, Alice Evans, Allison Janney, Andrew Keegan, Ari Karczag, Ben Laurance, Bianca Kajlich, Brian Hood, Brian Mashburn, Cameron Fraser, Carlos Lacámara, Daryl Mitchell, David Krumholtz, David Leisure, Demegio Kimbrough, Dennis Mosley, Eric Riedmann, Gabrielle Union, Greg Jackson, Heath Ledger, Heather Taylor, J.R. Johnson, Jelani Quinn, Jesper Inglis, Jesse Dyer, Joseph Gordon-Levitt, Joshua Thorpe, Julia Stiles, Kay Hanley, Kyle Cease, Larisa Oleynik, Larry Miller, Laura Kenny, Michael Eisenstein, Monique Powell, Nick Brown, Nick Vukelic, Quinn Maixner, Susan May Pratt, Terence Heuston, Todd Butler, Travis Muller, Wendy Gottlieb",Jaret Entertainment|Mad Chance,data/posters\1000054.jpg
1000055,Nope,2022.0,130.0,"Residents in a lonely gulch of inland California bear witness to an uncanny, chilling discovery.",3.72,Horror|Mystery|Science Fiction,"Alex Hyde-White, Andrew Patrick Ralston, Barbie Ferreira, Brandon Perea, Caden J. Lovgren, Courtney Stephens, Daniel Kaluuya, Devon Graye, Donna Mills, Eddie Jemison, Evan Shafran, Hetty Chang, Jacob Kim, Jennifer Lafleur, Keith David, Keke Palmer, Lincoln Lambert, Liza Treyger, Malcolm Jae O'Shea, Mark Casimir Dyniewicz Jr., Michael Wincott, Oz Perkins, Pierce Kang, Roman Gross, Ryan W. Garcia, Sophia Coto, Steven Yeun, Terry Notary, Wrenn Schmidt",Monkeypaw Productions|Universal Pictures,data/posters\1000055.jpg
1000056,Scott Pilgrim vs. the World,2010.0,113.0,"Scott Pilgrim is a 22 year old radical Canadian wannabe rockstar who falls in love with an American delivery girl, Ramona Flowers, and must defeat her seven evil exes to be able to date her.",3.87,Action|Comedy|Romance,"Abigail Chu, Alison Pill, Anna Kendrick, Aubrey Plaza, Ben Lewis, Bill Hader, Brandon Routh, Brie Larson, Bryan Lee O'Malley, Celine Lepage, Chantelle Chung, Chris Evans, Christine Watson, Clifton Collins Jr., Craig Stickland, Don McKellar, Ellen Wong, Emily Kassie, Erik Knudsen, Ingrid Haas, Jason Schwartzman, Joe Dinicol, John Patrick Amedori, Johnny Simmons, Jung-Yul Kim, Keita Saito, Kieran Culkin, Kjartan Hewitt, Kristina Pesic, Mae Whitman, Mark Leroy, Mark Webber, Marley Otto, Mary Elizabeth Winstead, Matt Watts, Maurie W. Kaufmann, Michael Cera, Michael Lazarovitch, Nelson Franklin, Satya Bhabha, Shota Saito, Tennessee Thomas, Thomas Jane, Will Bowes",Big Talk Studios|Closed on Mondays Entertainment|Marc Platt Productions|dentsu,data/posters\1000056.jpg
1000057,The Matrix,1999.0,136.0,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",4.16,Action|Science Fiction,"Ada Nicodemou, Adryn White, Anthony Ray Parker, Belinda McClory, Bernard Ledger, Bill Young, Carrie-Anne Moss, Chris Pattinson, David Aston, David O'Connor, Deni Gordon, Eleanor Witt, Fiona Johnson, Gloria Foster, Harry Lawrence, Hugo Weaving, Janaya Pender, Jeremy Ball, Joe Pantoliano, Julian Arahanga, Keanu Reeves, Laurence Fishburne, Lawrence Woodward, Luke Quinton, Marc Aden Gray, Marcus Chong, Matt Doran, Michael Butcher, Natalie Tjen, Nigel Harbach, Paul Goddard, Robert Simper, Robert Taylor, Rowan Witt, Steve Dodd, Tamara Brown",Groucho II Film Partnership|Silver Pictures|Village Roadshow Pictures|Warner Bros. Pictures,data/posters\1000057.jpg
1000058,Fantastic Mr. Fox,2009.0,87.0,"The Fantastic Mr. Fox, bored with his current life, plans a heist against the three local farmers. The farmers, tired of sharing their chickens with the sly fox, seek revenge against him and his family.",4.27,Adventure|Animation|Comedy|Family,"Adrien Brody, Allison Abbate, Bill Murray, Brian Cox, Eric Chase Anderson, Garth Jennings, George Clooney, Helen McCrory, Hugo Guinness, James Hamilton, Jarvis Cocker, Jason Schwartzman, Jennifer Furches, Jeremy Dawson, Juman Malouf, Karen Duffy, Mario Batali, Martin Ballard, Meryl Streep, Michael Gambon, Molly Cooper, Owen Wilson, Rob Hersov, Robin Hurlstone, Roman Coppola, Steven M. Rales, Tristan Oliver, Wallace Wolodarsky, Wes Anderson, Willem Dafoe",American Empirical Pictures|Indian Paintbrush|Regency Enterprises,data/posters\1000058.jpg
1000059,Taxi Driver,1976.0,114.0,A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.,4.17,Crime|Drama,"Albert Brooks, Annie Gagen, Antone Pagán, Beau Kayser, Bill Minkin, Billie Perkins, Bob Maroff, Brenda Dickson, Carson Grant, Cooper Cunningham, Cybill Shepherd, David Nichols, Debbi Morgan, Diahnne Déa, Frank Adu, Frankie Verroca, Garth Avery, Gene Palma, Gino Ardito, Harlan Cary Poe, Harry Cohn, Harry Fischler, Harry Northup, Harvey Keitel, James Mapes, Jean Elliott, Jodie Foster, Joe Spinell, Joseph Bergmann, Leonard Harris, Maria Turner, Martin Scorsese, Mary-Pat Green, Michael Phillips, Murray Moston, Nat Grant, Nicholas Shields, Norman Matlock, Peter Boyle, Peter Savage, Ralph S. Singleton, Richard Higgs, Robert De Niro, Robert John Keiber, Robert P. Cohen, Robin Utt, Steven Prince, Tommy Ardolino, Trent Gough, Victor Argo, Victor Magnotta, William Donovan",Bill/Phillips|Columbia Pictures|Italo/Judeo Productions,data/posters\1000059.jpg
1000060,Dead Poets Society,1989.0,128.0,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",4.26,Drama,"Alan Pottinger, Alexandra Powers, Allelon Ruggiero, Allison Hedges, Andrew Hill, Ashton W. Richards, Bill Rowe, Carla Belver, Catherine Soles, Charles Lord, Chris Hull, Christine D'Ercole, Colin Irving, Craig Johnson, Debra Mooney, Dylan Kussman, Ethan Hawke, Gale Hansen, George Martin, Hoover Sutton, James Donnell Quinn, James J. Christy, James Waterston, Jamie Kennedy, Jane Moore, Jason Woody, Jeffrey Santoro, Joe Aufiery, John Cunningham, John Martin Bradley, Jonas Stiklorius, Josh Charles, Kate Kearney-Patch, Keith Snyder, Kevin Cooney, Kurt Leitner, Kurtwood Smith, Lara Flynn Boyle, Leon Pownall, Matt Carey, Melora Walters, Nicholas K. Gilhool, Norman Lloyd, Pamela Burrell, Richard Stites, Robert Gleason, Robert J. Zigler III, Robert Sean Leonard, Robin Williams, Sam Stegeman, Simon Mein, Steve Mathios, Welker White",A Steven Haft Production|Silver Screen Partners IV|Touchstone Pictures|Witt/Thomas Productions,data/posters\1000060.jpg
1000061,Jojo Rabbit,2019.0,108.0,"A World War II satire that follows a lonely German boy whose world view is turned upside down when he discovers his single mother is hiding a young Jewish girl in their attic. Aided only by his idiotic imaginary friend, Adolf Hitler, Jojo must confront his blind nationalism.",4.03,Comedy|Drama|War,"Alfie Allen, Archie Yates, Bethany Adams, Billy Rayner, Brian Caspe, Christian Howlings, Curtis Matthew, Gabriel Andrews, Gilby Griffin Davis, Hardy Griffin Davis, Issy Stewart, Iva Šindelková, James McVan, Joe Weintraub, Judith Georgi, Luke Brandon Field, Matej Seifert, Odeta Cali, Rebel Wilson, Robert East, Roman Griffin Davis, Sam Haygarth, Sam Rockwell, Samuel Bogner, Scarlett Johansson, Stanislav Callas, Stephen Merchant, Taika Waititi, Thomasin McKenzie, Trish Osmond, Victoria Hogan",Czech Anglo Productions|Defender Films|Fox Searchlight Pictures|Piki Films|TSG Entertainment,data/posters\1000061.jpg
1000062,Guardians of the Galaxy,2014.0,121.0,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",3.78,Action|Adventure|Science Fiction,"Abidemi Sobande, Alex Rose, Alexis Denisof, Alexis Rodney, Alison Lintott, Benicio del Toro, Bradley Cooper, Brendan Fehr, Bruce Mackinnon, Chris Pratt, Christopher Fairbank, Dave Bautista, David Yarovesky, Djimon Hounsou, Dominic Grant, Douglas Robson, Ekaterina Zalitko, Emily Redding, Emmett Scanlan, Ene Frost, Enzo Cilenti, Erica Melargo, Frank Gilhooley, Glenn Close, Graham Shiels, Gregg Henry, Imogen Poynton, Isabella Poynton, James Gunn, Janis Ahern, Jennifer Moylan-Taylor, John Brotherton, John C. Reilly, Josh Brolin, Jozef Aoki, Karen Gillan, Keeley Forsyth, Krystian Godlewski, Laura Haddock, Laura Ortiz, Lee Pace, Lindsay Morton, Lloyd Kaufman, Marama Corlett, Max Wrottesley, Melia Kreiling, Michael Rooker, Mikaela Hoover, Miriam Lucia, Naomi Ryan, Nathan Fillion, Nick Holmes, Nicole Alexandra Shipley, Ophelia Lovibond, Peter Serafinowicz, Rachel Cullen, Ralph Ineson, Richard Katz, Rob Zombie, Robert Firth, Ronan Summers, Rosie Jones, Sean Gunn, Seth Green, Sharif Atkins, Solomon Mousley, Spencer Wilding, Stan Lee, Stephen Blackehart, Tom Proctor, Tomas Arana, Tyler Bates, Vin Diesel, Wyatt Oleff, Zoe Saldaña",Marvel Studios,data/posters\1000062.jpg
1000063,Black Panther,2018.0,135.0,"King T'Challa returns home from America to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantel to join with girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war.",3.65,Action|Adventure|Science Fiction,"Abraham Clinkscales, Alex C. Riley Hughes, Alex R. Hibbert, Alexis Louder, Alexis Rhee, Andy Serkis, Angela Bassett, Ashton Tyler, Atandwa Kani, Bambadjan Bamba, Chad Crumley, Chadwick Boseman, Christine Hollingsworth, Clifford Gay, Connie Chiume, Danai Gurira, Daniel Kaluuya, Danny Chung, Danny Sapani, David S. Lee, De'Jon Watts, Denzel Whitaker, Dominique Elijah Smith, Dorothy Steel, Florence Kasumba, Forest Whitaker, Francesca Faridany, Isaach De Bankolé, Jalil Jay Lynch, Janeshia Adams-Ginyard, Jeremy Sample, Jermaine Holt, John Kani, Jénel Stevens, Kent Wagner, Letitia Wright, Liz Elkins Newcomer, Lucy Hockings, Lupita Nyong'o, Maria Hippolyte, Marie Mouroum, Marija Abney, Mark Ashworth, Martin Freeman, Michael B. Jordan, Nabiyah Be, Roland Kilumbu, Sasha Morfaw, Sebastian Stan, Seth Carr, Shamel Heath, Shaunette Renée Wilson, Sope Aluko, Stan Lee, Sterling K. Brown, Sydelle Noel, T. Love, Thabo Moropane, Tony Sears, Trevor Noah, Tristan Timmons, Tyler Timmons, Vaughndio Forbes, Winston Duke, Zani Mogodi, Zenzi Williams, Zola Williams",Marvel Studios,data/posters\1000063.jpg
1000064,Arrival,2016.0,116.0,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",4.12,Drama|Mystery|Science Fiction,"Abdelghafour Elaaziz, Abdul Ayoola, Abigail Pniowsky, Adrien Benn, Akul Dang, Albert Kwan, Alex M. Yeuh, Alexander Da Mota, Amy Adams, Anana Rydvald, Andrew Shaver, Bineyam Girma, Brent Skagford, Brian Dunstan, Brittany Teo, Camille Ross, Carmela Nozza Guizzo, Chloë Bellande, Christian Jadah, Dan Duran, Daniel Esteban, Dave Campbell, Forest Whitaker, Frank Fiola, Frank Schorpion, Genevieve Sirois, Gurdeep Ahluwalia, Hal Roberts, Jadyn Malone, Jeremy Renner, Joe Cobden, John Sanford Moore, Julia Scarlett Dan, Julian Casey, Karen Belfo, Kathleen Stavert, Kattia Thony, Larry Day, Laurean Adrian Parau, Leisa Reid, Leslie Baker, Lori Graham, Lorne Brass, Lucas Chartier-Dessert, Lucy Van Oldenbarneveld, Mark Camacho, Mark O'Brien, Matthew Willson, Max Walker, Michael Nangreaves, Michael Stuhlbarg, Mustafa Haidari, Nathaly Thibault, Ola Sturik, Orla Johannes, Pat Kiely, Philippe Hartmann, Reda Guerinik, Robert D. Morais, Russell Yuen, Ruth Chiang, Sabrina Reeves, Sangita Patel, Sasha Samar, Sergiy Marchenko, Shawn Campbell, Sonia Vigneault, Tammie Sutherland, Tony Robinow, Tzi Ma, Victor Andres Trelles Turgeon",21 Laps Entertainment|FilmNation Entertainment|Lava Bear,data/posters\1000064.jpg
